sales,month,year,display_size,primary_camera,ram,storage,battery,prices,market
0.08,6,2013,4.8,8.0,2048.0,16.0,1200.0,248.55,google-play
0.08,7,2013,4.8,8.0,2048.0,16.0,1200.0,241.31,google-play
0.04,8,2013,4.8,8.0,2048.0,16.0,1200.0,234.28,google-play
0.05,9,2013,4.8,8.0,2048.0,16.0,1200.0,227.46,google-play
0.04,10,2013,4.8,8.0,2048.0,16.0,1200.0,220.83,google-play
0.03,11,2013,4.8,8.0,2048.0,16.0,1200.0,214.4,google-play
0.02,12,2013,4.8,8.0,2048.0,16.0,1200.0,208.16,google-play
0.02,1,2014,4.8,8.0,2048.0,16.0,1200.0,202.09,google-play
0.02,2,2014,4.8,8.0,2048.0,16.0,1200.0,196.03,google-play
0.03,3,2014,4.8,8.0,2048.0,16.0,1200.0,189.97,google-play
0.02,4,2014,4.8,8.0,2048.0,16.0,1200.0,183.91,google-play
0.015,5,2014,4.8,8.0,2048.0,16.0,1200.0,177.84,google-play
0.01,6,2014,4.8,8.0,2048.0,16.0,1200.0,177.84,google-play
0.01,7,2014,4.8,8.0,2048.0,16.0,1200.0,177.84,google-play
0.16,11,2013,4.3,8.0,1536.0,8.0,1900.0,303.6,google-play
0.1,12,2013,4.3,8.0,1536.0,8.0,1900.0,294.76,google-play
0.05,1,2014,4.3,8.0,1536.0,8.0,1900.0,286.17,google-play
0.05,2,2014,4.3,8.0,1536.0,8.0,1900.0,277.84,google-play
0.04,3,2014,4.3,8.0,1536.0,8.0,1900.0,267.87,google-play
0.08,4,2014,4.3,8.0,1536.0,8.0,1900.0,261.71,google-play
0.04,5,2014,4.3,8.0,1536.0,8.0,1900.0,261.98,google-play
0.06,6,2014,4.3,8.0,1536.0,8.0,1900.0,234.18,google-play
0.09,7,2014,4.3,8.0,1536.0,8.0,1900.0,244.37,google-play
0.05,8,2014,4.3,8.0,1536.0,8.0,1900.0,252.22,google-play
0.06,9,2014,4.3,8.0,1536.0,8.0,1900.0,227.53,google-play
0.01,7,2013,4.3,10.0,2048.0,16.0,2000.0,395.31,google-play
0.03,8,2013,4.3,10.0,2048.0,16.0,2000.0,383.79,google-play
0.05,9,2013,4.3,10.0,2048.0,16.0,2000.0,372.62,google-play
0.05,10,2013,4.3,10.0,2048.0,16.0,2000.0,361.76,google-play
0.05,11,2013,4.3,10.0,2048.0,16.0,2000.0,351.23,google-play
0.05,12,2013,4.3,10.0,2048.0,16.0,2000.0,341.0,google-play
0.05,1,2014,4.3,10.0,2048.0,16.0,2000.0,331.06,google-play
0.08,2,2014,4.3,10.0,2048.0,16.0,2000.0,321.42,google-play
0.08,3,2014,4.3,10.0,2048.0,16.0,2000.0,287.95,google-play
0.04,4,2014,4.3,10.0,2048.0,16.0,2000.0,287.16,google-play
0.06,5,2014,4.3,10.0,2048.0,16.0,2000.0,265.0,google-play
0.05,6,2014,4.3,10.0,2048.0,16.0,2000.0,285.99,google-play
0.05,7,2014,4.3,10.0,2048.0,16.0,2000.0,286.76,google-play
0.02,8,2014,4.3,10.0,2048.0,16.0,2000.0,271.59,google-play
0.03,9,2014,4.3,10.0,2048.0,16.0,2000.0,283.82,google-play
0.02,10,2014,4.3,10.0,2048.0,16.0,2000.0,284.46,google-play
0.02,11,2014,4.3,10.0,2048.0,16.0,2000.0,275.8,google-play
0.06,12,2014,4.3,10.0,2048.0,16.0,2000.0,274.42,google-play
0.14,7,2013,3.5,3.2,512.0,2.0,1500.0,175.01,google-play
0.11,8,2013,3.5,3.2,512.0,2.0,1500.0,169.91,google-play
0.08,9,2013,3.5,3.2,512.0,2.0,1500.0,164.96,google-play
0.1,10,2013,3.5,3.2,512.0,2.0,1500.0,160.16,google-play
0.06,11,2013,3.5,3.2,512.0,2.0,1500.0,155.5,google-play
0.07,12,2013,3.5,3.2,512.0,2.0,1500.0,150.97,google-play
0.06,1,2014,3.5,3.2,512.0,2.0,1500.0,146.57,google-play
0.06,2,2014,3.5,3.2,512.0,2.0,1500.0,142.3,google-play
0.06,3,2014,3.5,3.2,512.0,2.0,1500.0,142.3,google-play
0.04,4,2014,3.5,3.2,512.0,2.0,1500.0,107.68,google-play
0.1,2,2013,3.5,3.2,512.0,4.0,1500.0,125.7,google-play
0.1,3,2013,3.5,3.2,512.0,4.0,1500.0,122.04,google-play
0.0833333333333333,4,2013,3.5,3.2,512.0,4.0,1500.0,118.49,google-play
0.0666666666666666,5,2013,3.5,3.2,512.0,4.0,1500.0,115.04,google-play
0.05,6,2013,3.5,3.2,512.0,4.0,1500.0,111.69,google-play
0.1,7,2013,3.5,3.2,512.0,4.0,1500.0,108.43,google-play
0.06,8,2013,3.5,3.2,512.0,4.0,1500.0,105.27,google-play
0.03,9,2013,3.5,3.2,512.0,4.0,1500.0,102.21,google-play
0.02,10,2013,3.5,3.2,512.0,4.0,1500.0,99.23,google-play
0.03,11,2013,3.5,3.2,512.0,4.0,1500.0,99.23,google-play
0.02,12,2013,3.5,3.2,512.0,4.0,1500.0,105.27,google-play
0.02,1,2014,3.5,3.2,512.0,4.0,1500.0,102.21,google-play
0.02,2,2014,3.5,3.2,512.0,4.0,1500.0,99.23,google-play
0.02,3,2014,3.5,3.2,512.0,4.0,1500.0,99.23,google-play
0.01,4,2014,3.5,3.2,512.0,4.0,1500.0,99.62,google-play
0.01,5,2014,3.5,3.2,512.0,4.0,1500.0,105.87,google-play
0.01,6,2014,3.5,3.2,512.0,4.0,1500.0,109.62,google-play
0.01,7,2014,3.5,3.2,512.0,4.0,1500.0,102.12,google-play
0.01,8,2014,3.5,3.2,512.0,4.0,1500.0,107.12,google-play
0.05,8,2013,4.0,5.0,1024.0,8.0,2460.0,298.5,google-play
0.08,9,2013,4.0,5.0,1024.0,8.0,2460.0,289.81,google-play
0.06,10,2013,4.0,5.0,1024.0,8.0,2460.0,281.37,google-play
0.12,11,2013,4.0,5.0,1024.0,8.0,2460.0,273.17,google-play
0.05,12,2013,4.0,5.0,1024.0,8.0,2460.0,265.22,google-play
0.07,1,2014,4.0,5.0,1024.0,8.0,2460.0,257.49,google-play
0.07,2,2014,4.0,5.0,1024.0,8.0,2460.0,249.99,google-play
0.07,3,2014,4.0,5.0,1024.0,8.0,2460.0,249.99,google-play
0.06,4,2014,4.0,5.0,1024.0,8.0,2460.0,249.99,google-play
0.03,5,2014,4.0,5.0,1024.0,8.0,2460.0,249.99,google-play
0.025,6,2014,4.0,5.0,1024.0,8.0,2460.0,249.99,google-play
0.02,7,2014,4.0,5.0,1024.0,8.0,2460.0,249.99,google-play
0.03,8,2014,4.0,5.0,1024.0,8.0,2460.0,249.99,google-play
0.02,9,2014,4.0,5.0,1024.0,8.0,2460.0,249.99,google-play
0.02,10,2014,4.0,5.0,1024.0,8.0,2460.0,249.99,google-play
0.02,11,2014,4.0,5.0,1024.0,8.0,2460.0,249.99,google-play
0.01,12,2014,4.0,5.0,1024.0,8.0,2460.0,249.99,google-play
0.1,9,2013,4.0,5.0,1024.0,4.0,1750.0,115.04,google-play
0.17,10,2013,4.0,5.0,1024.0,4.0,1750.0,111.69,google-play
0.22,11,2013,4.0,5.0,1024.0,4.0,1750.0,108.43,google-play
0.12,12,2013,4.0,5.0,1024.0,4.0,1750.0,105.27,google-play
0.12,1,2014,4.0,5.0,1024.0,4.0,1750.0,102.21,google-play
0.11,2,2014,4.0,5.0,1024.0,4.0,1750.0,99.23,google-play
0.11,3,2014,4.0,5.0,1024.0,4.0,1750.0,99.23,google-play
0.03,4,2014,4.0,5.0,1024.0,4.0,1750.0,99.23,google-play
0.16,1,2014,5.7,12.8,3072.0,3.0,3200.0,520.93,google-play
0.09,2,2014,5.7,12.8,3072.0,3.0,3200.0,505.76,google-play
0.09,3,2014,5.7,12.8,3072.0,3.0,3200.0,463.17,google-play
0.1,4,2014,5.7,12.8,3072.0,3.0,3200.0,476.58,google-play
0.04,5,2014,5.7,12.8,3072.0,3.0,3200.0,498.74,google-play
0.06,6,2014,5.7,12.8,3072.0,3.0,3200.0,466.22,google-play
0.06,7,2014,5.7,12.8,3072.0,3.0,3200.0,459.65,google-play
0.055,8,2014,5.7,12.8,3072.0,3.0,3200.0,436.33,google-play
0.05,9,2014,5.7,12.8,3072.0,3.0,3200.0,424.58,google-play
0.02,10,2014,5.7,12.8,3072.0,3.0,3200.0,431.11,google-play
0.01,11,2014,5.7,12.8,3072.0,3.0,3200.0,382.88,google-play
0.01,12,2014,5.7,12.8,3072.0,3.0,3200.0,344.73,google-play
0.1,9,2013,4.0,3.0,512.0,2.0,1750.0,76.32,google-play
0.17,10,2013,4.0,3.0,512.0,2.0,1750.0,74.1,google-play
0.22,11,2013,4.0,3.0,512.0,2.0,1750.0,71.94,google-play
0.12,12,2013,4.0,3.0,512.0,2.0,1750.0,69.84,google-play
0.12,1,2014,4.0,3.0,512.0,2.0,1750.0,67.81,google-play
0.11,2,2014,4.0,3.0,512.0,2.0,1750.0,65.83,google-play
0.11,3,2014,4.0,3.0,512.0,2.0,1750.0,65.83,google-play
0.04,4,2014,4.0,3.0,512.0,2.0,1750.0,65.83,google-play
0.08,12,2013,5.0,8.0,2048.0,14.9,2300.0,389.71,google-play
0.05,1,2014,5.0,8.0,2048.0,14.9,2300.0,378.36,google-play
0.06,2,2014,5.0,8.0,2048.0,14.9,2300.0,367.34,google-play
0.1,3,2014,5.0,8.0,2048.0,14.9,2300.0,309.94,google-play
0.09,4,2014,5.0,8.0,2048.0,14.9,2300.0,316.41,google-play
0.11,5,2014,5.0,8.0,2048.0,14.9,2300.0,303.43,google-play
0.09,6,2014,5.0,8.0,2048.0,14.9,2300.0,318.86,google-play
0.07,7,2014,5.0,8.0,2048.0,14.9,2300.0,335.05,google-play
0.09,8,2014,5.0,8.0,2048.0,14.9,2300.0,298.33,google-play
0.07,7,2013,4.0,5.0,1024.0,4.0,2000.0,221.85,google-play
0.05,8,2013,4.0,5.0,1024.0,4.0,2000.0,215.38,google-play
0.04,9,2013,4.0,5.0,1024.0,4.0,2000.0,209.11,google-play
0.05,10,2013,4.0,5.0,1024.0,4.0,2000.0,203.02,google-play
0.08,11,2013,4.0,5.0,1024.0,4.0,2000.0,197.11,google-play
0.09,12,2013,4.0,5.0,1024.0,4.0,2000.0,191.37,google-play
0.08,1,2014,4.0,5.0,1024.0,4.0,2000.0,185.79,google-play
0.09,2,2014,4.0,5.0,1024.0,4.0,2000.0,180.38,google-play
0.09,3,2014,4.0,5.0,1024.0,4.0,2000.0,180.38,google-play
0.065,4,2014,4.0,5.0,1024.0,4.0,2000.0,155.19,google-play
0.04,5,2014,4.0,5.0,1024.0,4.0,2000.0,130.0,google-play
0.02,6,2014,4.0,5.0,1024.0,4.0,2000.0,130.0,google-play
0.02,7,2014,4.0,5.0,1024.0,4.0,2000.0,130.0,google-play
0.02,8,2014,4.0,5.0,1024.0,4.0,2000.0,130.0,google-play
0.04,9,2014,5.2,13.0,2048.0,16.0,2300.0,405.86,google-play
0.17,10,2014,5.2,13.0,2048.0,16.0,2300.0,386.41,google-play
0.21,11,2014,5.2,13.0,2048.0,16.0,2300.0,376.54,google-play
0.35,12,2014,5.2,13.0,2048.0,16.0,2300.0,303.78,google-play
0.13,10,2013,4.5,5.0,1024.0,4.0,2070.0,164.49,google-play
0.22,11,2013,4.5,5.0,1024.0,4.0,2070.0,159.7,google-play
0.14,12,2013,4.5,5.0,1024.0,4.0,2070.0,155.05,google-play
0.09,1,2014,4.5,5.0,1024.0,4.0,2070.0,150.53,google-play
0.08,2,2014,4.5,5.0,1024.0,4.0,2070.0,146.15,google-play
0.09,3,2014,4.5,5.0,1024.0,4.0,2070.0,169.22,google-play
0.07,4,2014,4.5,5.0,1024.0,4.0,2070.0,169.22,google-play
0.06,11,2013,5.9,4.0,2048.0,24.0,3300.0,542.35,google-play
0.09,12,2013,5.9,4.0,2048.0,24.0,3300.0,526.56,google-play
0.07,1,2014,5.9,4.0,2048.0,24.0,3300.0,511.22,google-play
0.2,2,2014,5.9,4.0,2048.0,24.0,3300.0,496.33,google-play
0.23,3,2014,5.9,4.0,2048.0,24.0,3300.0,512.01,google-play
0.05,4,2014,5.9,4.0,2048.0,24.0,3300.0,493.59,google-play
0.1,5,2014,5.9,4.0,2048.0,24.0,3300.0,460.54,google-play
0.03,6,2014,5.9,4.0,2048.0,24.0,3300.0,448.2,google-play
0.02,7,2014,5.9,4.0,2048.0,24.0,3300.0,446.66,google-play
0.02,8,2014,5.9,4.0,2048.0,24.0,3300.0,389.13,google-play
0.02,9,2014,5.9,4.0,2048.0,24.0,3300.0,351.7,google-play
0.02,10,2014,5.9,4.0,2048.0,24.0,3300.0,388.7,google-play
0.01,11,2014,5.9,4.0,2048.0,24.0,3300.0,339.77,google-play
0.2,5,2014,4.5,8.0,1536.0,8.0,2000.0,176.92,google-play
0.19,6,2014,4.5,8.0,1536.0,8.0,2000.0,176.92,google-play
0.11,7,2014,4.5,8.0,1536.0,8.0,2000.0,176.92,google-play
0.14,8,2014,4.5,8.0,1536.0,8.0,2000.0,176.92,google-play
0.1,9,2014,4.5,8.0,1536.0,8.0,2000.0,191.66,google-play
0.11,10,2014,4.5,8.0,1536.0,8.0,2000.0,191.66,google-play
0.06,11,2014,4.5,8.0,1536.0,8.0,2000.0,191.66,google-play
0.02,12,2014,4.5,8.0,1536.0,8.0,2000.0,191.66,google-play
0.18,6,2014,4.7,13.0,2048.0,64.0,2400.0,535.71,google-play
0.18,7,2014,4.7,13.0,2048.0,64.0,2400.0,535.71,google-play
0.18,8,2014,4.7,13.0,2048.0,64.0,2400.0,535.71,google-play
0.07,9,2014,4.7,13.0,2048.0,64.0,2400.0,520.1,google-play
0.07,10,2014,4.7,13.0,2048.0,64.0,2400.0,504.96,google-play
0.03,11,2014,4.7,13.0,2048.0,64.0,2400.0,351.86,google-play
0.03,12,2014,4.7,13.0,2048.0,64.0,2400.0,243.03,google-play
