sales,month,year,display_size,primary_camera,ram,storage,battery,prices,market
0.73,12,2014,5.5,8.0,1024.0,64.0,2915.0,777.73,ios
0.43,7,2014,5.5,13.0,2048.0,16.0,3000.0,526.96,google-play
0.39,8,2014,5.5,13.0,2048.0,16.0,3000.0,479.3,google-play
0.41,9,2014,5.5,13.0,2048.0,16.0,3000.0,421.46,google-play
0.39,10,2014,5.5,13.0,2048.0,16.0,3000.0,437.19,google-play
0.57,11,2014,5.5,13.0,2048.0,16.0,3000.0,404.14,google-play
0.52,12,2014,5.5,13.0,2048.0,16.0,3000.0,384.17,google-play
0.49,7,2013,4.0,8.0,1024.0,16.0,1800.0,351.38,google-play
0.26,8,2013,4.0,8.0,1024.0,16.0,1800.0,341.15,google-play
0.08,9,2013,4.0,8.0,1024.0,16.0,1800.0,331.21,google-play
0.08,10,2013,4.0,8.0,1024.0,16.0,1800.0,321.57,google-play
0.04,11,2013,4.0,8.0,1024.0,16.0,1800.0,312.2,google-play
0.05,12,2013,4.0,8.0,1024.0,16.0,1800.0,303.11,google-play
0.07,1,2014,4.0,8.0,1024.0,16.0,1800.0,294.28,google-play
0.08,2,2014,4.0,8.0,1024.0,16.0,1800.0,285.71,google-play
0.11,3,2014,4.0,8.0,1024.0,16.0,1800.0,285.71,google-play
0.22,4,2014,4.0,8.0,1024.0,16.0,1800.0,285.71,google-play
0.22,5,2014,4.0,8.0,1024.0,16.0,1800.0,285.71,google-play
0.11,6,2014,4.0,8.0,1024.0,16.0,1800.0,285.71,google-play
0.1,7,2014,4.0,8.0,1024.0,16.0,1800.0,285.71,google-play
0.23,9,2014,5.5,8.0,1024.0,128.0,2915.0,889.78,ios
0.3,10,2014,5.5,8.0,1024.0,128.0,2915.0,877.11,ios
0.41,11,2014,5.5,8.0,1024.0,128.0,2915.0,868.05,ios
0.4,12,2014,5.5,8.0,1024.0,128.0,2915.0,866.57,ios
0.09,10,2013,4.5,5.0,1024.0,4.0,1800.0,111.36,google-play
0.14,11,2013,4.5,5.0,1024.0,4.0,1800.0,108.12,google-play
0.19,12,2013,4.5,5.0,1024.0,4.0,1800.0,104.97,google-play
0.18,1,2014,4.5,5.0,1024.0,4.0,1800.0,101.91,google-play
0.2,2,2014,4.5,5.0,1024.0,4.0,1800.0,98.94,google-play
0.25,3,2014,4.5,5.0,1024.0,4.0,1800.0,98.94,google-play
0.35,4,2014,4.5,5.0,1024.0,4.0,1800.0,98.94,google-play
0.13,5,2014,4.5,5.0,1024.0,4.0,1800.0,115.38,google-play
0.13,6,2014,4.5,5.0,1024.0,4.0,1800.0,115.38,google-play
0.14,7,2014,4.5,5.0,1024.0,4.0,1800.0,115.38,google-play
0.22,8,2014,4.5,5.0,1024.0,4.0,1800.0,83.0,google-play
0.05,9,2014,4.5,5.0,1024.0,4.0,1800.0,80.58,google-play
0.04,10,2014,4.5,5.0,1024.0,4.0,1800.0,78.24,google-play
0.05,11,2014,4.5,5.0,1024.0,4.0,1800.0,100.0,google-play
0.07,2,2013,4.7,13.0,2048.0,32.0,2100.0,453.55,google-play
0.14,3,2013,4.7,13.0,2048.0,32.0,2100.0,446.95,google-play
0.08,4,2013,4.7,13.0,2048.0,32.0,2100.0,446.95,google-play
0.14,5,2013,4.7,13.0,2048.0,32.0,2100.0,446.95,google-play
0.2,6,2013,4.7,13.0,2048.0,32.0,2100.0,433.93,google-play
0.13,7,2013,4.7,13.0,2048.0,32.0,2100.0,421.29,google-play
0.12,8,2013,4.7,13.0,2048.0,32.0,2100.0,409.02,google-play
0.12,9,2013,4.7,13.0,2048.0,32.0,2100.0,397.11,google-play
0.25,10,2013,4.7,13.0,2048.0,32.0,2100.0,385.54,google-play
0.11,11,2013,4.7,13.0,2048.0,32.0,2100.0,374.31,google-play
0.09,12,2013,4.7,13.0,2048.0,32.0,2100.0,363.41,google-play
0.0099999999999999,1,2014,4.7,13.0,2048.0,32.0,2100.0,352.82,google-play
0.01,2,2014,4.7,13.0,2048.0,32.0,2100.0,342.55,google-play
0.03,3,2014,4.7,13.0,2048.0,32.0,2100.0,271.98,google-play
0.02,4,2014,4.7,13.0,2048.0,32.0,2100.0,247.7,google-play
0.03,5,2014,4.7,13.0,2048.0,32.0,2100.0,253.73,google-play
0.04,6,2014,4.7,13.0,2048.0,32.0,2100.0,253.6,google-play
0.09,10,2013,4.0,5.0,512.0,4.0,1400.0,74.38,google-play
0.14,11,2013,4.0,5.0,512.0,4.0,1400.0,72.21,google-play
0.18,12,2013,4.0,5.0,512.0,4.0,1400.0,70.11,google-play
0.18,1,2014,4.0,5.0,512.0,4.0,1400.0,68.07,google-play
0.19,2,2014,4.0,5.0,512.0,4.0,1400.0,66.08,google-play
0.2,3,2014,4.0,5.0,512.0,4.0,1400.0,53.75,google-play
0.2,4,2014,4.0,5.0,512.0,4.0,1400.0,58.185,google-play
0.2,5,2014,4.0,5.0,512.0,4.0,1400.0,62.62,google-play
0.21,6,2014,4.0,5.0,512.0,4.0,1400.0,53.75,google-play
0.21,7,2014,4.0,5.0,512.0,4.0,1400.0,58.37,google-play
0.12,8,2014,4.0,5.0,512.0,4.0,1400.0,54.58,google-play
0.04,9,2014,4.0,5.0,512.0,4.0,1400.0,59.32,google-play
0.03,10,2014,4.0,5.0,512.0,4.0,1400.0,39.64,google-play
0.03,11,2014,4.0,5.0,512.0,4.0,1400.0,38.0,google-play
0.13,4,2014,5.0,4.0,2048.0,16.0,2600.0,556.84,google-play
0.6,5,2014,5.0,4.0,2048.0,16.0,2600.0,546.42,google-play
0.28,6,2014,5.0,4.0,2048.0,16.0,2600.0,521.13,google-play
0.21,7,2014,5.0,4.0,2048.0,16.0,2600.0,506.25,google-play
0.4,8,2014,5.0,4.0,2048.0,16.0,2600.0,491.54,google-play
0.25,9,2014,5.0,4.0,2048.0,16.0,2600.0,480.3,google-play
0.28,10,2014,5.0,4.0,2048.0,16.0,2600.0,477.72,google-play
0.11,11,2014,5.0,4.0,2048.0,16.0,2600.0,467.88,google-play
0.03,12,2014,5.0,4.0,2048.0,16.0,2600.0,468.63,google-play
0.13,3,2014,5.1,16.0,2048.0,16.0,2800.0,494.25,google-play
0.13,4,2014,5.1,16.0,2048.0,16.0,2800.0,494.25,google-play
0.16,5,2014,5.1,16.0,2048.0,16.0,2800.0,472.21,google-play
0.16,6,2014,5.1,16.0,2048.0,16.0,2800.0,461.49,google-play
0.16,7,2014,5.1,16.0,2048.0,16.0,2800.0,458.52,google-play
0.21,8,2014,5.1,16.0,2048.0,16.0,2800.0,451.5,google-play
0.09,9,2014,5.1,16.0,2048.0,16.0,2800.0,442.75,google-play
0.08,10,2014,5.1,16.0,2048.0,16.0,2800.0,412.59,google-play
0.08,11,2014,5.1,16.0,2048.0,16.0,2800.0,399.3,google-play
0.08,12,2014,5.1,16.0,2048.0,16.0,2800.0,399.3,google-play
0.2,7,2013,5.0,8.0,2048.0,16.0,2600.0,464.63,google-play
0.11,8,2013,5.0,8.0,2048.0,16.0,2600.0,451.1,google-play
0.08,9,2013,5.0,8.0,2048.0,16.0,2600.0,437.96,google-play
0.08,10,2013,5.0,8.0,2048.0,16.0,2600.0,425.2,google-play
0.08,11,2013,5.0,8.0,2048.0,16.0,2600.0,412.82,google-play
0.05,12,2013,5.0,8.0,2048.0,16.0,2600.0,400.79,google-play
0.07,1,2014,5.0,8.0,2048.0,16.0,2600.0,389.12,google-play
0.07,2,2014,5.0,8.0,2048.0,16.0,2600.0,377.79,google-play
0.13,3,2014,5.0,8.0,2048.0,16.0,2600.0,368.71,google-play
0.06,4,2014,5.0,8.0,2048.0,16.0,2600.0,337.68,google-play
0.05,5,2014,5.0,8.0,2048.0,16.0,2600.0,372.17,google-play
0.08,6,2014,5.0,8.0,2048.0,16.0,2600.0,357.3,google-play
0.05,7,2014,5.0,8.0,2048.0,16.0,2600.0,375.78,google-play
0.05,8,2014,5.0,8.0,2048.0,16.0,2600.0,346.16,google-play
0.04,9,2014,5.0,8.0,2048.0,16.0,2600.0,309.09,google-play
0.01,10,2014,5.0,8.0,2048.0,16.0,2600.0,314.32,google-play
0.01,11,2014,5.0,8.0,2048.0,16.0,2600.0,291.5,google-play
0.01,12,2014,5.0,8.0,2048.0,16.0,2600.0,322.02,google-play
0.2,9,2014,4.0,8.0,1024.0,8.0,1510.0,347.84,ios
0.3,10,2014,4.0,8.0,1024.0,8.0,1510.0,329.78,ios
0.25,11,2014,4.0,8.0,1024.0,8.0,1510.0,328.92,ios
0.29,12,2014,4.0,8.0,1024.0,8.0,1510.0,314.91,ios
0.05,7,2013,4.0,5.0,1024.0,4.0,2460.0,201.51,google-play
0.13,8,2013,4.0,5.0,1024.0,4.0,2460.0,195.64,google-play
0.13,9,2013,4.0,5.0,1024.0,4.0,2460.0,189.94,google-play
0.28,10,2013,4.0,5.0,1024.0,4.0,2460.0,184.41,google-play
0.18,11,2013,4.0,5.0,1024.0,4.0,2460.0,179.04,google-play
0.16,12,2013,4.0,5.0,1024.0,4.0,2460.0,173.82,google-play
0.08,1,2014,4.0,5.0,1024.0,4.0,2460.0,168.76,google-play
0.1,2,2014,4.0,5.0,1024.0,4.0,2460.0,163.84,google-play
0.13,3,2014,4.0,5.0,1024.0,4.0,2460.0,163.84,google-play
0.06,4,2014,4.0,5.0,1024.0,4.0,2460.0,149.62,google-play
0.04,5,2014,4.0,5.0,1024.0,4.0,2460.0,140.45,google-play
0.03,6,2014,4.0,5.0,1024.0,4.0,2460.0,131.28,google-play
0.02,7,2014,4.0,5.0,1024.0,4.0,2460.0,122.11,google-play
0.02,8,2014,4.0,5.0,1024.0,4.0,2460.0,115.33,google-play
0.01,9,2014,4.0,5.0,1024.0,4.0,2460.0,108.55,google-play
0.1,9,2013,4.0,8.0,1024.0,32.0,1570.0,659.64,ios
0.1,10,2013,4.0,8.0,1024.0,32.0,1570.0,640.42,ios
0.17,11,2013,4.0,8.0,1024.0,32.0,1570.0,621.77,ios
0.09,12,2013,4.0,8.0,1024.0,32.0,1570.0,603.66,ios
0.08,1,2014,4.0,8.0,1024.0,32.0,1570.0,586.08,ios
0.09,2,2014,4.0,8.0,1024.0,32.0,1570.0,569.01,ios
0.07,3,2014,4.0,8.0,1024.0,32.0,1570.0,546.48,ios
0.06,4,2014,4.0,8.0,1024.0,32.0,1570.0,551.88,ios
0.08,5,2014,4.0,8.0,1024.0,32.0,1570.0,568.71,ios
0.07,6,2014,4.0,8.0,1024.0,32.0,1570.0,549.25,ios
0.07,7,2014,4.0,8.0,1024.0,32.0,1570.0,562.64,ios
0.06,8,2014,4.0,8.0,1024.0,32.0,1570.0,527.72,ios
0.03,9,2014,4.0,8.0,1024.0,32.0,1570.0,484.88,ios
0.03,10,2014,4.0,8.0,1024.0,32.0,1570.0,495.96,ios
0.03,11,2014,4.0,8.0,1024.0,32.0,1570.0,476.16,ios
0.03,12,2014,4.0,8.0,1024.0,32.0,1570.0,441.84,ios
0.23,1,2013,4.0,5.0,1024.0,4.0,2100.0,268.82,google-play
0.21,2,2013,4.0,5.0,1024.0,4.0,2100.0,271.25,google-play
0.16,3,2013,4.0,5.0,1024.0,4.0,2100.0,364.54,google-play
0.0199999999999999,4,2013,4.0,5.0,1024.0,4.0,2100.0,364.54,google-play
0.04,5,2013,4.0,5.0,1024.0,4.0,2100.0,353.92,google-play
0.06,6,2013,4.0,5.0,1024.0,4.0,2100.0,343.61,google-play
0.06,7,2013,4.0,5.0,1024.0,4.0,2100.0,333.6,google-play
0.03,8,2013,4.0,5.0,1024.0,4.0,2100.0,323.89,google-play
0.05,9,2013,4.0,5.0,1024.0,4.0,2100.0,314.45,google-play
0.04,10,2013,4.0,5.0,1024.0,4.0,2100.0,305.29,google-play
0.05,11,2013,4.0,5.0,1024.0,4.0,2100.0,296.4,google-play
0.02,12,2013,4.0,5.0,1024.0,4.0,2100.0,287.77,google-play
0.02,1,2014,4.0,5.0,1024.0,4.0,2100.0,279.39,google-play
0.0166666666666666,2,2014,4.0,5.0,1024.0,4.0,2100.0,271.25,google-play
0.0133333333333333,3,2014,4.0,5.0,1024.0,4.0,2100.0,263.11,google-play
0.01,4,2014,4.0,5.0,1024.0,4.0,2100.0,254.97,google-play
0.03,1,2014,6.0,13.0,2048.0,32.0,3500.0,557.62,google-play
0.17,2,2014,6.0,13.0,2048.0,32.0,3500.0,541.38,google-play
0.23,3,2014,6.0,13.0,2048.0,32.0,3500.0,492.25,google-play
0.1,4,2014,6.0,13.0,2048.0,32.0,3500.0,447.69,google-play
0.1,5,2014,6.0,13.0,2048.0,32.0,3500.0,441.51,google-play
0.115,6,2014,6.0,13.0,2048.0,32.0,3500.0,391.17,google-play
0.13,7,2014,6.0,13.0,2048.0,32.0,3500.0,435.14,google-play
0.03,8,2014,6.0,13.0,2048.0,32.0,3500.0,381.24,google-play
0.09,9,2014,6.0,13.0,2048.0,32.0,3500.0,396.55,google-play
0.09,10,2014,6.0,13.0,2048.0,32.0,3500.0,337.41,google-play
0.1,11,2014,6.0,13.0,2048.0,32.0,3500.0,342.23,google-play
0.07,12,2014,6.0,13.0,2048.0,32.0,3500.0,340.27,google-play
0.24,2,2013,4.0,5.0,1024.0,8.0,1800.0,394.15,google-play
0.22,3,2013,4.0,5.0,1024.0,8.0,1800.0,390.25,google-play
0.06,4,2013,4.0,5.0,1024.0,8.0,1800.0,390.25,google-play
0.08,5,2013,4.0,5.0,1024.0,8.0,1800.0,378.89,google-play
0.1,6,2013,4.0,5.0,1024.0,8.0,1800.0,367.85,google-play
0.06,7,2013,4.0,5.0,1024.0,8.0,1800.0,357.14,google-play
0.03,8,2013,4.0,5.0,1024.0,8.0,1800.0,346.42,google-play
0.03,9,2013,4.0,5.0,1024.0,8.0,1800.0,335.71,google-play
0.02,10,2013,4.0,5.0,1024.0,8.0,1800.0,324.99,google-play
0.02,11,2013,4.0,5.0,1024.0,8.0,1800.0,314.28,google-play
0.02,12,2013,4.0,5.0,1024.0,8.0,1800.0,297.48,google-play
0.02,1,2014,4.0,5.0,1024.0,8.0,1800.0,118.81,google-play
0.0166666666666666,2,2014,4.0,5.0,1024.0,8.0,1800.0,115.71,google-play
0.0133333333333333,3,2014,4.0,5.0,1024.0,8.0,1800.0,112.61,google-play
0.01,4,2014,4.0,5.0,1024.0,8.0,1800.0,109.51,google-play
0.01,5,2014,4.0,5.0,1024.0,8.0,1800.0,106.41,google-play
0.01,6,2014,4.0,5.0,1024.0,8.0,1800.0,103.31,google-play
0.01,7,2014,4.0,5.0,1024.0,8.0,1800.0,100.3,google-play
0.01,8,2014,4.0,5.0,1024.0,8.0,1800.0,97.3,google-play
0.01,9,2014,4.0,5.0,1024.0,8.0,1800.0,94.54,google-play
0.16,9,2013,4.3,8.0,1536.0,16.0,2100.0,289.81,google-play
0.21,10,2013,4.3,8.0,1536.0,16.0,2100.0,281.37,google-play
0.13,11,2013,4.3,8.0,1536.0,16.0,2100.0,273.17,google-play
0.14,12,2013,4.3,8.0,1536.0,16.0,2100.0,265.22,google-play
0.13,1,2014,4.3,8.0,1536.0,16.0,2100.0,257.49,google-play
0.14,2,2014,4.3,8.0,1536.0,16.0,2100.0,249.99,google-play
0.1,3,2014,4.3,8.0,1536.0,16.0,2100.0,249.99,google-play
0.14,4,2014,4.3,8.0,1536.0,16.0,2100.0,249.99,google-play
0.08,5,2014,4.3,8.0,1536.0,16.0,2100.0,249.99,google-play
0.08,6,2014,4.3,8.0,1536.0,16.0,2100.0,249.99,google-play
0.08,7,2014,4.3,8.0,1536.0,16.0,2100.0,249.99,google-play
0.05,8,2014,4.3,8.0,1536.0,16.0,2100.0,242.815,google-play
0.02,9,2014,4.3,8.0,1536.0,16.0,2100.0,235.64,google-play
0.02,10,2014,4.3,8.0,1536.0,16.0,2100.0,228.78,google-play
0.01,11,2014,4.3,8.0,1536.0,16.0,2100.0,222.12,google-play
0.1,6,2014,5.1,16.0,2048.0,16.0,2800.0,507.68,google-play
0.06,7,2014,5.1,16.0,2048.0,16.0,2800.0,480.0,google-play
0.09,8,2014,5.1,16.0,2048.0,16.0,2800.0,471.42,google-play
0.06,9,2014,5.1,16.0,2048.0,16.0,2800.0,457.69,google-play
0.11,10,2014,5.1,16.0,2048.0,16.0,2800.0,480.0,google-play
0.14,11,2014,5.1,16.0,2048.0,16.0,2800.0,456.69,google-play
0.4,12,2014,5.1,16.0,2048.0,16.0,2800.0,444.74,google-play
0.24,8,2014,5.7,8.0,1536.0,8.0,3200.0,269.64,google-play
0.23,9,2014,5.7,8.0,1536.0,8.0,3200.0,290.38,google-play
0.24,10,2014,5.7,8.0,1536.0,8.0,3200.0,290.38,google-play
0.24,11,2014,5.7,8.0,1536.0,8.0,3200.0,290.38,google-play
0.2,12,2014,5.7,8.0,1536.0,8.0,3200.0,290.38,google-play
0.06,7,2013,4.0,5.0,1024.0,4.0,2500.0,283.81,google-play
0.08,8,2013,4.0,5.0,1024.0,4.0,2500.0,275.54,google-play
0.17,9,2013,4.0,5.0,1024.0,4.0,2500.0,267.52,google-play
0.11,10,2013,4.0,5.0,1024.0,4.0,2500.0,259.72,google-play
0.19,11,2013,4.0,5.0,1024.0,4.0,2500.0,252.16,google-play
0.12,12,2013,4.0,5.0,1024.0,4.0,2500.0,244.81,google-play
0.03,1,2014,4.0,5.0,1024.0,4.0,2500.0,237.68,google-play
0.1,2,2014,4.0,5.0,1024.0,4.0,2500.0,230.76,google-play
0.1,3,2014,4.0,5.0,1024.0,4.0,2500.0,230.76,google-play
0.0099999999999999,4,2014,4.0,5.0,1024.0,4.0,2500.0,200.12,google-play
0.055,5,2014,4.0,5.0,1024.0,4.0,2500.0,200.12,google-play
0.1,6,2014,4.0,5.0,1024.0,4.0,2500.0,200.12,google-play
0.22,2,2013,4.0,3.2,1024.0,4.0,2100.0,237.76,google-play
0.23,3,2013,4.0,3.2,1024.0,4.0,2100.0,230.83,google-play
0.03,4,2013,4.0,3.2,1024.0,4.0,2100.0,224.11,google-play
0.05,5,2013,4.0,3.2,1024.0,4.0,2100.0,230.83,google-play
0.07,6,2013,4.0,3.2,1024.0,4.0,2100.0,218.32,google-play
0.07,7,2013,4.0,3.2,1024.0,4.0,2100.0,217.58,google-play
0.01,8,2013,4.0,3.2,1024.0,4.0,2100.0,211.25,google-play
0.02,9,2013,4.0,3.2,1024.0,4.0,2100.0,205.09,google-play
0.02,10,2013,4.0,3.2,1024.0,4.0,2100.0,199.12,google-play
0.02,11,2013,4.0,3.2,1024.0,4.0,2100.0,193.32,google-play
0.01,12,2013,4.0,3.2,1024.0,4.0,2100.0,187.69,google-play
0.02,1,2014,4.0,3.2,1024.0,4.0,2100.0,182.22,google-play
0.03,2,2014,4.0,3.2,1024.0,4.0,2100.0,176.92,google-play
0.02,3,2014,4.0,3.2,1024.0,4.0,2100.0,171.62,google-play
0.01,4,2014,4.0,3.2,1024.0,4.0,2100.0,166.31,google-play
0.01,5,2014,4.0,3.2,1024.0,4.0,2100.0,161.01,google-play
0.01,6,2014,4.0,3.2,1024.0,4.0,2100.0,115.93,google-play
0.14,9,2014,4.0,5.0,512.0,4.0,1400.0,72.0,google-play
0.16,10,2014,4.0,5.0,512.0,4.0,1400.0,72.0,google-play
0.25,11,2014,4.0,5.0,512.0,4.0,1400.0,62.82,google-play
0.31,12,2014,4.0,5.0,512.0,4.0,1400.0,67.45,google-play
0.14,9,2014,5.0,5.0,1024.0,4.0,2000.0,105.0,google-play
0.16,10,2014,5.0,5.0,1024.0,4.0,2000.0,105.0,google-play
0.25,11,2014,5.0,5.0,1024.0,4.0,2000.0,114.58,google-play
0.32,12,2014,5.0,5.0,1024.0,4.0,2000.0,101.04,google-play
0.2,6,2014,4.7,13.0,2048.0,32.0,2400.0,464.28,google-play
0.18,7,2014,4.7,13.0,2048.0,32.0,2400.0,464.28,google-play
0.18,8,2014,4.7,13.0,2048.0,32.0,2400.0,464.28,google-play
0.24,9,2014,4.7,13.0,2048.0,32.0,2400.0,346.15,google-play
0.25,10,2014,4.7,13.0,2048.0,32.0,2400.0,346.15,google-play
0.09,11,2014,4.7,13.0,2048.0,32.0,2400.0,319.67,google-play
0.07,12,2014,4.7,13.0,2048.0,32.0,2400.0,238.13,google-play
0.13,7,2014,5.5,13.0,2048.0,32.0,3000.0,529.47,google-play
0.23,8,2014,5.5,13.0,2048.0,32.0,3000.0,445.1,google-play
0.14,9,2014,5.5,13.0,2048.0,32.0,3000.0,429.91,google-play
0.15,10,2014,5.5,13.0,2048.0,32.0,3000.0,429.71,google-play
0.19,11,2014,5.5,13.0,2048.0,32.0,3000.0,372.99,google-play
0.15,12,2014,5.5,13.0,2048.0,32.0,3000.0,367.77,google-play
0.09,1,2013,4.5,8.0,1024.0,16.0,1700.0,477.54,google-play
0.11,2,2013,4.5,8.0,1024.0,16.0,1700.0,641.77,google-play
0.11,3,2013,4.5,8.0,1024.0,16.0,1700.0,641.77,google-play
0.11,4,2013,4.5,8.0,1024.0,16.0,1700.0,641.77,google-play
0.09,5,2013,4.5,8.0,1024.0,16.0,1700.0,623.08,google-play
0.07,6,2013,4.5,8.0,1024.0,16.0,1700.0,604.93,google-play
0.09,7,2013,4.5,8.0,1024.0,16.0,1700.0,587.31,google-play
0.03,8,2013,4.5,8.0,1024.0,16.0,1700.0,570.2,google-play
0.02,9,2013,4.5,8.0,1024.0,16.0,1700.0,553.6,google-play
0.01,10,2013,4.5,8.0,1024.0,16.0,1700.0,537.47,google-play
0.01,11,2013,4.5,8.0,1024.0,16.0,1700.0,521.82,google-play
0.01,12,2013,4.5,8.0,1024.0,16.0,1700.0,506.62,google-play
0.01,1,2014,4.5,8.0,1024.0,16.0,1700.0,491.86,google-play
0.01,2,2014,4.5,8.0,1024.0,16.0,1700.0,477.54,google-play
0.08,1,2013,4.3,8.0,1024.0,8.0,2000.0,249.99,google-play
0.07,2,2013,4.3,8.0,1024.0,8.0,2000.0,230.76,google-play
0.1,3,2013,4.3,8.0,1024.0,8.0,2000.0,230.76,google-play
0.05,4,2013,4.3,8.0,1024.0,8.0,2000.0,310.12,google-play
0.01,5,2013,4.3,8.0,1024.0,8.0,2000.0,301.09,google-play
0.04,6,2013,4.3,8.0,1024.0,8.0,2000.0,292.32,google-play
0.03,7,2013,4.3,8.0,1024.0,8.0,2000.0,283.81,google-play
0.035,8,2013,4.3,8.0,1024.0,8.0,2000.0,275.54,google-play
0.04,9,2013,4.3,8.0,1024.0,8.0,2000.0,267.52,google-play
0.03,10,2013,4.3,8.0,1024.0,8.0,2000.0,259.72,google-play
0.03,11,2013,4.3,8.0,1024.0,8.0,2000.0,252.16,google-play
0.03,12,2013,4.3,8.0,1024.0,8.0,2000.0,244.81,google-play
0.02,1,2014,4.3,8.0,1024.0,8.0,2000.0,237.68,google-play
0.03,2,2014,4.3,8.0,1024.0,8.0,2000.0,230.76,google-play
0.03,3,2014,4.3,8.0,1024.0,8.0,2000.0,230.76,google-play
0.02,4,2014,4.3,8.0,1024.0,8.0,2000.0,230.76,google-play
0.03,5,2014,4.3,8.0,1024.0,8.0,2000.0,217.51,google-play
0.01,6,2014,4.3,8.0,1024.0,8.0,2000.0,211.18,google-play
0.02,7,2014,4.3,8.0,1024.0,8.0,2000.0,205.03,google-play
0.02,8,2014,4.3,8.0,1024.0,8.0,2000.0,205.03,google-play
0.02,9,2014,4.3,8.0,1024.0,8.0,2000.0,205.03,google-play
0.02,10,2014,4.3,8.0,1024.0,8.0,2000.0,204.13,google-play
0.01,11,2014,4.3,8.0,1024.0,8.0,2000.0,203.23,google-play
0.01,12,2014,4.3,8.0,1024.0,8.0,2000.0,202.33,google-play
0.1,11,2013,4.3,16.0,1500.0,8.0,2330.0,314.94,google-play
0.06,12,2013,4.3,16.0,1500.0,8.0,2330.0,305.77,google-play
0.06,1,2014,4.3,16.0,1500.0,8.0,2330.0,296.86,google-play
0.14,2,2014,4.3,16.0,1500.0,8.0,2330.0,288.21,google-play
0.14,3,2014,4.3,16.0,1500.0,8.0,2330.0,289.03,google-play
0.06,4,2014,4.3,16.0,1500.0,8.0,2330.0,273.21,google-play
0.08,5,2014,4.3,16.0,1500.0,8.0,2330.0,256.43,google-play
0.06,6,2014,4.3,16.0,1500.0,8.0,2330.0,266.05,google-play
0.06,7,2014,4.3,16.0,1500.0,8.0,2330.0,271.19,google-play
0.03,8,2014,4.3,16.0,1500.0,8.0,2330.0,244.13,google-play
0.02,9,2014,4.3,16.0,1500.0,8.0,2330.0,254.1,google-play
0.02,10,2014,4.3,16.0,1500.0,8.0,2330.0,249.51,google-play
0.01,11,2014,4.3,16.0,1500.0,8.0,2330.0,232.31,google-play
0.01,12,2014,4.3,16.0,1500.0,8.0,2330.0,217.32,google-play
0.07,2,2013,4.0,5.0,1024.0,8.0,1850.0,274.99,google-play
0.07,3,2013,4.0,5.0,1024.0,8.0,1850.0,380.33,google-play
0.02,4,2013,4.0,5.0,1024.0,8.0,1850.0,369.57,google-play
0.035,5,2013,4.0,5.0,1024.0,8.0,1850.0,358.8,google-play
0.05,6,2013,4.0,5.0,1024.0,8.0,1850.0,348.35,google-play
0.06,7,2013,4.0,5.0,1024.0,8.0,1850.0,338.21,google-play
0.03,8,2013,4.0,5.0,1024.0,8.0,1850.0,328.36,google-play
0.06,9,2013,4.0,5.0,1024.0,8.0,1850.0,318.79,google-play
0.05,10,2013,4.0,5.0,1024.0,8.0,1850.0,309.51,google-play
0.06,11,2013,4.0,5.0,1024.0,8.0,1850.0,300.49,google-play
0.04,12,2013,4.0,5.0,1024.0,8.0,1850.0,291.74,google-play
0.04,1,2014,4.0,5.0,1024.0,8.0,1850.0,283.24,google-play
0.04,2,2014,4.0,5.0,1024.0,8.0,1850.0,274.99,google-play
0.04,3,2014,4.0,5.0,1024.0,8.0,1850.0,274.99,google-play
0.02,4,2014,4.0,5.0,1024.0,8.0,1850.0,274.99,google-play
0.01,5,2014,4.0,5.0,1024.0,8.0,1850.0,274.99,google-play
0.02,6,2014,4.0,5.0,1024.0,8.0,1850.0,274.99,google-play
0.02,7,2014,4.0,5.0,1024.0,8.0,1850.0,274.99,google-play
0.01,8,2014,4.0,5.0,1024.0,8.0,1850.0,257.68,google-play
0.01,9,2014,4.0,5.0,1024.0,8.0,1850.0,239.28,google-play
0.03,9,2013,4.5,5.0,1024.0,4.0,2460.0,237.34,google-play
0.19,10,2013,4.5,5.0,1024.0,4.0,2460.0,230.43,google-play
0.14,11,2013,4.5,5.0,1024.0,4.0,2460.0,223.72,google-play
0.13,12,2013,4.5,5.0,1024.0,4.0,2460.0,217.2,google-play
0.08,1,2014,4.5,5.0,1024.0,4.0,2460.0,210.87,google-play
0.09,2,2014,4.5,5.0,1024.0,4.0,2460.0,204.73,google-play
0.08,3,2014,4.5,5.0,1024.0,4.0,2460.0,198.53,google-play
0.02,4,2014,4.5,5.0,1024.0,4.0,2460.0,191.75,google-play
0.03,5,2014,4.5,5.0,1024.0,4.0,2460.0,156.54,google-play
0.05,6,2014,4.5,5.0,1024.0,4.0,2460.0,303.21,google-play
0.02,7,2014,4.5,5.0,1024.0,4.0,2460.0,220.57,google-play
0.03,8,2014,4.5,5.0,1024.0,4.0,2460.0,199.24,google-play
0.02,9,2014,4.5,5.0,1024.0,4.0,2460.0,173.39,google-play
0.02,10,2014,4.5,5.0,1024.0,4.0,2460.0,82.11,google-play
0.02,11,2014,4.5,5.0,1024.0,4.0,2460.0,80.71,google-play
0.01,12,2014,4.5,5.0,1024.0,4.0,2460.0,213.46,google-play
0.07,2,2013,4.8,8.0,2048.0,16.0,1200.0,342.24,google-play
0.12,3,2013,4.8,8.0,2048.0,16.0,1200.0,342.24,google-play
0.03,4,2013,4.8,8.0,2048.0,16.0,1200.0,263.69,google-play
0.055,5,2013,4.8,8.0,2048.0,16.0,1200.0,256.01,google-play
